"subject" "activity_label" "variable" "mean"
28 "WALKING" "fBodyAccJerk-std()-X" -0.704073382410995
29 "WALKING" "fBodyAccJerk-std()-X" -0.651564188964826
30 "WALKING" "fBodyAccJerk-std()-X" -0.701879208571802
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.543979776127867
2 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.595105612895033
3 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.657844055881525
4 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.644622004704416
5 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.584013626983444
6 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.555346159400332
7 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.626785744584416
8 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.598546245236655
9 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.572819893733993
10 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.553403478735408
11 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.672195644346519
12 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.602960063359688
13 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.649606227431844
14 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.661460356953251
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.637655155092835
16 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.73477673661306
17 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.67654494089212
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.742517893708791
19 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.586910128980833
20 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.634710081102825
21 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.709800728388235
22 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.602457991412617
23 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.635054351475538
24 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.751378154304462
25 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.807712525721271
26 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.694314518927551
27 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.712857956529255
28 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.704073382410995
29 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.651564188964826
30 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.701879208571802
1 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.543979776127867
2 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.595105612895033
3 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.657844055881525
4 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.644622004704416
5 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.584013626983444
6 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.555346159400332
7 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.626785744584416
8 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.598546245236655
9 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.572819893733993
10 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.553403478735408
11 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.672195644346519
12 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.602960063359688
13 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.649606227431844
14 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.661460356953251
15 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.637655155092835
16 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.73477673661306
17 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.67654494089212
18 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.742517893708791
19 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.586910128980833
20 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.634710081102825
21 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.709800728388235
22 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.602457991412617
23 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.635054351475538
24 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.751378154304462
25 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.807712525721271
26 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.694314518927551
27 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.712857956529255
28 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.704073382410995
29 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.651564188964826
30 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.701879208571802
1 "LAYING" "fBodyAccJerk-std()-Y" -0.466251676533372
2 "LAYING" "fBodyAccJerk-std()-Y" -0.509147543673841
3 "LAYING" "fBodyAccJerk-std()-Y" -0.559851186088408
4 "LAYING" "fBodyAccJerk-std()-Y" -0.593855151524606
5 "LAYING" "fBodyAccJerk-std()-Y" -0.491500434303907
6 "LAYING" "fBodyAccJerk-std()-Y" -0.437837459287385
7 "LAYING" "fBodyAccJerk-std()-Y" -0.62853163071948
8 "LAYING" "fBodyAccJerk-std()-Y" -0.45636839585694
9 "LAYING" "fBodyAccJerk-std()-Y" -0.679065855003472
10 "LAYING" "fBodyAccJerk-std()-Y" -0.556271725483333
11 "LAYING" "fBodyAccJerk-std()-Y" -0.609444998247785
12 "LAYING" "fBodyAccJerk-std()-Y" -0.579168053712969
13 "LAYING" "fBodyAccJerk-std()-Y" -0.562129866937645
14 "LAYING" "fBodyAccJerk-std()-Y" -0.60215894382322
15 "LAYING" "fBodyAccJerk-std()-Y" -0.605854882622652
16 "LAYING" "fBodyAccJerk-std()-Y" -0.738434398105465
17 "LAYING" "fBodyAccJerk-std()-Y" -0.663158393238587
18 "LAYING" "fBodyAccJerk-std()-Y" -0.739197834642857
19 "LAYING" "fBodyAccJerk-std()-Y" -0.572596722878
20 "LAYING" "fBodyAccJerk-std()-Y" -0.525907610282373
21 "LAYING" "fBodyAccJerk-std()-Y" -0.674102360655147
22 "LAYING" "fBodyAccJerk-std()-Y" -0.576391814080349
23 "LAYING" "fBodyAccJerk-std()-Y" -0.636977610060753
24 "LAYING" "fBodyAccJerk-std()-Y" -0.688280461860892
25 "LAYING" "fBodyAccJerk-std()-Y" -0.721707668572127
26 "LAYING" "fBodyAccJerk-std()-Y" -0.6803580612
27 "LAYING" "fBodyAccJerk-std()-Y" -0.675744794384308
28 "LAYING" "fBodyAccJerk-std()-Y" -0.654855915271466
29 "LAYING" "fBodyAccJerk-std()-Y" -0.655526116655523
30 "LAYING" "fBodyAccJerk-std()-Y" -0.672622022924282
1 "SITTING" "fBodyAccJerk-std()-Y" -0.466251676533372
2 "SITTING" "fBodyAccJerk-std()-Y" -0.509147543673841
3 "SITTING" "fBodyAccJerk-std()-Y" -0.559851186088408
4 "SITTING" "fBodyAccJerk-std()-Y" -0.593855151524606
5 "SITTING" "fBodyAccJerk-std()-Y" -0.491500434303907
6 "SITTING" "fBodyAccJerk-std()-Y" -0.437837459287385
7 "SITTING" "fBodyAccJerk-std()-Y" -0.62853163071948
8 "SITTING" "fBodyAccJerk-std()-Y" -0.45636839585694
9 "SITTING" "fBodyAccJerk-std()-Y" -0.679065855003472
10 "SITTING" "fBodyAccJerk-std()-Y" -0.556271725483333
11 "SITTING" "fBodyAccJerk-std()-Y" -0.609444998247785
12 "SITTING" "fBodyAccJerk-std()-Y" -0.579168053712969
13 "SITTING" "fBodyAccJerk-std()-Y" -0.562129866937645
14 "SITTING" "fBodyAccJerk-std()-Y" -0.60215894382322
15 "SITTING" "fBodyAccJerk-std()-Y" -0.605854882622652
16 "SITTING" "fBodyAccJerk-std()-Y" -0.738434398105465
17 "SITTING" "fBodyAccJerk-std()-Y" -0.663158393238587
18 "SITTING" "fBodyAccJerk-std()-Y" -0.739197834642857
19 "SITTING" "fBodyAccJerk-std()-Y" -0.572596722878
20 "SITTING" "fBodyAccJerk-std()-Y" -0.525907610282373
21 "SITTING" "fBodyAccJerk-std()-Y" -0.674102360655147
22 "SITTING" "fBodyAccJerk-std()-Y" -0.576391814080349
23 "SITTING" "fBodyAccJerk-std()-Y" -0.636977610060753
24 "SITTING" "fBodyAccJerk-std()-Y" -0.688280461860892
25 "SITTING" "fBodyAccJerk-std()-Y" -0.721707668572127
26 "SITTING" "fBodyAccJerk-std()-Y" -0.6803580612
27 "SITTING" "fBodyAccJerk-std()-Y" -0.675744794384308
28 "SITTING" "fBodyAccJerk-std()-Y" -0.654855915271466
29 "SITTING" "fBodyAccJerk-std()-Y" -0.655526116655523
30 "SITTING" "fBodyAccJerk-std()-Y" -0.672622022924282
1 "STANDING" "fBodyAccJerk-std()-Y" -0.466251676533372
2 "STANDING" "fBodyAccJerk-std()-Y" -0.509147543673841
3 "STANDING" "fBodyAccJerk-std()-Y" -0.559851186088408
4 "STANDING" "fBodyAccJerk-std()-Y" -0.593855151524606
5 "STANDING" "fBodyAccJerk-std()-Y" -0.491500434303907
6 "STANDING" "fBodyAccJerk-std()-Y" -0.437837459287385
7 "STANDING" "fBodyAccJerk-std()-Y" -0.62853163071948
8 "STANDING" "fBodyAccJerk-std()-Y" -0.45636839585694
9 "STANDING" "fBodyAccJerk-std()-Y" -0.679065855003472
10 "STANDING" "fBodyAccJerk-std()-Y" -0.556271725483333
11 "STANDING" "fBodyAccJerk-std()-Y" -0.609444998247785
12 "STANDING" "fBodyAccJerk-std()-Y" -0.579168053712969
13 "STANDING" "fBodyAccJerk-std()-Y" -0.562129866937645
14 "STANDING" "fBodyAccJerk-std()-Y" -0.60215894382322
15 "STANDING" "fBodyAccJerk-std()-Y" -0.605854882622652
16 "STANDING" "fBodyAccJerk-std()-Y" -0.738434398105465
17 "STANDING" "fBodyAccJerk-std()-Y" -0.663158393238587
18 "STANDING" "fBodyAccJerk-std()-Y" -0.739197834642857
19 "STANDING" "fBodyAccJerk-std()-Y" -0.572596722878
20 "STANDING" "fBodyAccJerk-std()-Y" -0.525907610282373
21 "STANDING" "fBodyAccJerk-std()-Y" -0.674102360655147
22 "STANDING" "fBodyAccJerk-std()-Y" -0.576391814080349
23 "STANDING" "fBodyAccJerk-std()-Y" -0.636977610060753
24 "STANDING" "fBodyAccJerk-std()-Y" -0.688280461860892
25 "STANDING" "fBodyAccJerk-std()-Y" -0.721707668572127
26 "STANDING" "fBodyAccJerk-std()-Y" -0.6803580612
27 "STANDING" "fBodyAccJerk-std()-Y" -0.675744794384308
28 "STANDING" "fBodyAccJerk-std()-Y" -0.654855915271466
29 "STANDING" "fBodyAccJerk-std()-Y" -0.655526116655523
30 "STANDING" "fBodyAccJerk-std()-Y" -0.672622022924282
1 "WALKING" "fBodyAccJerk-std()-Y" -0.466251676533372
2 "WALKING" "fBodyAccJerk-std()-Y" -0.509147543673841
3 "WALKING" "fBodyAccJerk-std()-Y" -0.559851186088408
4 "WALKING" "fBodyAccJerk-std()-Y" -0.593855151524606
5 "WALKING" "fBodyAccJerk-std()-Y" -0.491500434303907
6 "WALKING" "fBodyAccJerk-std()-Y" -0.437837459287385
7 "WALKING" "fBodyAccJerk-std()-Y" -0.62853163071948
8 "WALKING" "fBodyAccJerk-std()-Y" -0.45636839585694
9 "WALKING" "fBodyAccJerk-std()-Y" -0.679065855003472
10 "WALKING" "fBodyAccJerk-std()-Y" -0.556271725483333
11 "WALKING" "fBodyAccJerk-std()-Y" -0.609444998247785
12 "WALKING" "fBodyAccJerk-std()-Y" -0.579168053712969
13 "WALKING" "fBodyAccJerk-std()-Y" -0.562129866937645
14 "WALKING" "fBodyAccJerk-std()-Y" -0.60215894382322
15 "WALKING" "fBodyAccJerk-std()-Y" -0.605854882622652
16 "WALKING" "fBodyAccJerk-std()-Y" -0.738434398105465
17 "WALKING" "fBodyAccJerk-std()-Y" -0.663158393238587
18 "WALKING" "fBodyAccJerk-std()-Y" -0.739197834642857
19 "WALKING" "fBodyAccJerk-std()-Y" -0.572596722878
20 "WALKING" "fBodyAccJerk-std()-Y" -0.525907610282373
21 "WALKING" "fBodyAccJerk-std()-Y" -0.674102360655147
22 "WALKING" "fBodyAccJerk-std()-Y" -0.576391814080349
23 "WALKING" "fBodyAccJerk-std()-Y" -0.636977610060753
24 "WALKING" "fBodyAccJerk-std()-Y" -0.688280461860892
25 "WALKING" "fBodyAccJerk-std()-Y" -0.721707668572127
26 "WALKING" "fBodyAccJerk-std()-Y" -0.6803580612
27 "WALKING" "fBodyAccJerk-std()-Y" -0.675744794384308
28 "WALKING" "fBodyAccJerk-std()-Y" -0.654855915271466
29 "WALKING" "fBodyAccJerk-std()-Y" -0.655526116655523
30 "WALKING" "fBodyAccJerk-std()-Y" -0.672622022924282
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.466251676533372
2 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.509147543673841
3 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.559851186088408
4 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.593855151524606
5 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.491500434303907
6 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.437837459287385
7 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.62853163071948
8 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.45636839585694
9 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.679065855003472
10 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.556271725483333
11 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.609444998247785
12 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.579168053712969
13 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.562129866937645
14 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.60215894382322
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.605854882622652
16 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.738434398105465
17 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.663158393238587
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.739197834642857
19 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.572596722878
20 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.525907610282373
21 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.674102360655147
22 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.576391814080349
23 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.636977610060753
24 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.688280461860892
25 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.721707668572127
26 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.6803580612
27 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.675744794384308
28 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.654855915271466
29 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.655526116655523
30 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.672622022924282
1 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.466251676533372
2 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.509147543673841
3 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.559851186088408
4 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.593855151524606
5 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.491500434303907
6 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.437837459287385
7 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.62853163071948
8 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.45636839585694
9 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.679065855003472
10 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.556271725483333
11 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.609444998247785
12 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.579168053712969
13 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.562129866937645
14 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.60215894382322
15 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.605854882622652
16 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.738434398105465
17 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.663158393238587
18 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.739197834642857
19 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.572596722878
20 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.525907610282373
21 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.674102360655147
22 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.576391814080349
23 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.636977610060753
24 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.688280461860892
25 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.721707668572127
26 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.6803580612
27 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.675744794384308
28 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.654855915271466
29 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.655526116655523
30 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.672622022924282
1 "LAYING" "fBodyAccJerk-std()-Z" -0.737861932680115
2 "LAYING" "fBodyAccJerk-std()-Z" -0.767087015496689
3 "LAYING" "fBodyAccJerk-std()-Z" -0.81080601659824
4 "LAYING" "fBodyAccJerk-std()-Z" -0.860544668359621
5 "LAYING" "fBodyAccJerk-std()-Z" -0.798835563807947
6 "LAYING" "fBodyAccJerk-std()-Z" -0.755751144098462
7 "LAYING" "fBodyAccJerk-std()-Z" -0.684856438953896
8 "LAYING" "fBodyAccJerk-std()-Z" -0.691480916950178
9 "LAYING" "fBodyAccJerk-std()-Z" -0.739139922708333
10 "LAYING" "fBodyAccJerk-std()-Z" -0.77916817122449
11 "LAYING" "fBodyAccJerk-std()-Z" -0.858259630601266
12 "LAYING" "fBodyAccJerk-std()-Z" -0.80858300040625
13 "LAYING" "fBodyAccJerk-std()-Z" -0.744823539571865
14 "LAYING" "fBodyAccJerk-std()-Z" -0.694424996467802
15 "LAYING" "fBodyAccJerk-std()-Z" -0.845111060762195
16 "LAYING" "fBodyAccJerk-std()-Z" -0.782089515344262
17 "LAYING" "fBodyAccJerk-std()-Z" -0.822801747581522
18 "LAYING" "fBodyAccJerk-std()-Z" -0.860168954615385
19 "LAYING" "fBodyAccJerk-std()-Z" -0.728521901498861
20 "LAYING" "fBodyAccJerk-std()-Z" -0.760509114748588
21 "LAYING" "fBodyAccJerk-std()-Z" -0.794922813673627
22 "LAYING" "fBodyAccJerk-std()-Z" -0.780252702647975
23 "LAYING" "fBodyAccJerk-std()-Z" -0.627540367652688
24 "LAYING" "fBodyAccJerk-std()-Z" -0.751628687821522
25 "LAYING" "fBodyAccJerk-std()-Z" -0.870541516210269
26 "LAYING" "fBodyAccJerk-std()-Z" -0.78604912494898
27 "LAYING" "fBodyAccJerk-std()-Z" -0.797303408218085
28 "LAYING" "fBodyAccJerk-std()-Z" -0.821715494424084
29 "LAYING" "fBodyAccJerk-std()-Z" -0.818292780813954
30 "LAYING" "fBodyAccJerk-std()-Z" -0.807184940939948
1 "SITTING" "fBodyAccJerk-std()-Z" -0.737861932680115
2 "SITTING" "fBodyAccJerk-std()-Z" -0.767087015496689
3 "SITTING" "fBodyAccJerk-std()-Z" -0.81080601659824
4 "SITTING" "fBodyAccJerk-std()-Z" -0.860544668359621
5 "SITTING" "fBodyAccJerk-std()-Z" -0.798835563807947
6 "SITTING" "fBodyAccJerk-std()-Z" -0.755751144098462
7 "SITTING" "fBodyAccJerk-std()-Z" -0.684856438953896
8 "SITTING" "fBodyAccJerk-std()-Z" -0.691480916950178
9 "SITTING" "fBodyAccJerk-std()-Z" -0.739139922708333
10 "SITTING" "fBodyAccJerk-std()-Z" -0.77916817122449
11 "SITTING" "fBodyAccJerk-std()-Z" -0.858259630601266
12 "SITTING" "fBodyAccJerk-std()-Z" -0.80858300040625
13 "SITTING" "fBodyAccJerk-std()-Z" -0.744823539571865
14 "SITTING" "fBodyAccJerk-std()-Z" -0.694424996467802
15 "SITTING" "fBodyAccJerk-std()-Z" -0.845111060762195
16 "SITTING" "fBodyAccJerk-std()-Z" -0.782089515344262
17 "SITTING" "fBodyAccJerk-std()-Z" -0.822801747581522
18 "SITTING" "fBodyAccJerk-std()-Z" -0.860168954615385
19 "SITTING" "fBodyAccJerk-std()-Z" -0.728521901498861
20 "SITTING" "fBodyAccJerk-std()-Z" -0.760509114748588
21 "SITTING" "fBodyAccJerk-std()-Z" -0.794922813673627
22 "SITTING" "fBodyAccJerk-std()-Z" -0.780252702647975
23 "SITTING" "fBodyAccJerk-std()-Z" -0.627540367652688
24 "SITTING" "fBodyAccJerk-std()-Z" -0.751628687821522
25 "SITTING" "fBodyAccJerk-std()-Z" -0.870541516210269
26 "SITTING" "fBodyAccJerk-std()-Z" -0.78604912494898
27 "SITTING" "fBodyAccJerk-std()-Z" -0.797303408218085
28 "SITTING" "fBodyAccJerk-std()-Z" -0.821715494424084
29 "SITTING" "fBodyAccJerk-std()-Z" -0.818292780813954
30 "SITTING" "fBodyAccJerk-std()-Z" -0.807184940939948
1 "STANDING" "fBodyAccJerk-std()-Z" -0.737861932680115
2 "STANDING" "fBodyAccJerk-std()-Z" -0.767087015496689
3 "STANDING" "fBodyAccJerk-std()-Z" -0.81080601659824
4 "STANDING" "fBodyAccJerk-std()-Z" -0.860544668359621
5 "STANDING" "fBodyAccJerk-std()-Z" -0.798835563807947
6 "STANDING" "fBodyAccJerk-std()-Z" -0.755751144098462
7 "STANDING" "fBodyAccJerk-std()-Z" -0.684856438953896
8 "STANDING" "fBodyAccJerk-std()-Z" -0.691480916950178
9 "STANDING" "fBodyAccJerk-std()-Z" -0.739139922708333
10 "STANDING" "fBodyAccJerk-std()-Z" -0.77916817122449
11 "STANDING" "fBodyAccJerk-std()-Z" -0.858259630601266
12 "STANDING" "fBodyAccJerk-std()-Z" -0.80858300040625
13 "STANDING" "fBodyAccJerk-std()-Z" -0.744823539571865
14 "STANDING" "fBodyAccJerk-std()-Z" -0.694424996467802
15 "STANDING" "fBodyAccJerk-std()-Z" -0.845111060762195
16 "STANDING" "fBodyAccJerk-std()-Z" -0.782089515344262
17 "STANDING" "fBodyAccJerk-std()-Z" -0.822801747581522
18 "STANDING" "fBodyAccJerk-std()-Z" -0.860168954615385
19 "STANDING" "fBodyAccJerk-std()-Z" -0.728521901498861
20 "STANDING" "fBodyAccJerk-std()-Z" -0.760509114748588
21 "STANDING" "fBodyAccJerk-std()-Z" -0.794922813673627
22 "STANDING" "fBodyAccJerk-std()-Z" -0.780252702647975
23 "STANDING" "fBodyAccJerk-std()-Z" -0.627540367652688
24 "STANDING" "fBodyAccJerk-std()-Z" -0.751628687821522
25 "STANDING" "fBodyAccJerk-std()-Z" -0.870541516210269
26 "STANDING" "fBodyAccJerk-std()-Z" -0.78604912494898
27 "STANDING" "fBodyAccJerk-std()-Z" -0.797303408218085
28 "STANDING" "fBodyAccJerk-std()-Z" -0.821715494424084
29 "STANDING" "fBodyAccJerk-std()-Z" -0.818292780813954
30 "STANDING" "fBodyAccJerk-std()-Z" -0.807184940939948
1 "WALKING" "fBodyAccJerk-std()-Z" -0.737861932680115
2 "WALKING" "fBodyAccJerk-std()-Z" -0.767087015496689
3 "WALKING" "fBodyAccJerk-std()-Z" -0.81080601659824
4 "WALKING" "fBodyAccJerk-std()-Z" -0.860544668359621
5 "WALKING" "fBodyAccJerk-std()-Z" -0.798835563807947
6 "WALKING" "fBodyAccJerk-std()-Z" -0.755751144098462
7 "WALKING" "fBodyAccJerk-std()-Z" -0.684856438953896
8 "WALKING" "fBodyAccJerk-std()-Z" -0.691480916950178
9 "WALKING" "fBodyAccJerk-std()-Z" -0.739139922708333
10 "WALKING" "fBodyAccJerk-std()-Z" -0.77916817122449
11 "WALKING" "fBodyAccJerk-std()-Z" -0.858259630601266
12 "WALKING" "fBodyAccJerk-std()-Z" -0.80858300040625
13 "WALKING" "fBodyAccJerk-std()-Z" -0.744823539571865
14 "WALKING" "fBodyAccJerk-std()-Z" -0.694424996467802
15 "WALKING" "fBodyAccJerk-std()-Z" -0.845111060762195
16 "WALKING" "fBodyAccJerk-std()-Z" -0.782089515344262
17 "WALKING" "fBodyAccJerk-std()-Z" -0.822801747581522
18 "WALKING" "fBodyAccJerk-std()-Z" -0.860168954615385
19 "WALKING" "fBodyAccJerk-std()-Z" -0.728521901498861
20 "WALKING" "fBodyAccJerk-std()-Z" -0.760509114748588
21 "WALKING" "fBodyAccJerk-std()-Z" -0.794922813673627
22 "WALKING" "fBodyAccJerk-std()-Z" -0.780252702647975
23 "WALKING" "fBodyAccJerk-std()-Z" -0.627540367652688
24 "WALKING" "fBodyAccJerk-std()-Z" -0.751628687821522
25 "WALKING" "fBodyAccJerk-std()-Z" -0.870541516210269
26 "WALKING" "fBodyAccJerk-std()-Z" -0.78604912494898
27 "WALKING" "fBodyAccJerk-std()-Z" -0.797303408218085
28 "WALKING" "fBodyAccJerk-std()-Z" -0.821715494424084
29 "WALKING" "fBodyAccJerk-std()-Z" -0.818292780813954
30 "WALKING" "fBodyAccJerk-std()-Z" -0.807184940939948
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.737861932680115
2 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.767087015496689
3 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.81080601659824
4 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.860544668359621
5 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.798835563807947
6 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.755751144098462
7 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.684856438953896
8 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.691480916950178
9 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.739139922708333
10 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.77916817122449
11 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.858259630601266
